ID	Level	TypeID	SkillID	IconID	Name	Desc	BindSkillID	TrainCost	ShowNewRecipeTip	nPriority	nShowAppendSkillID	nTeachPriority
1654	1	7	2589	1852	《罗汉棍法·归去来棍》详解残页	命中提高1%。		21000	0			
1655	1	7	2589	1852	《罗汉棍法·归去来棍》详解断篇	命中提高2%。		22800	0			
1656	1	1	2589	1846	《罗汉棍法·归去来棍》穴位图残页	调息时间减少5秒。		44400	0			
1657	1	1	2589	1846	《罗汉棍法·归去来棍》穴位图断篇	调息时间减少5秒。		44400	0			
1658	1	4	2589	1849	《罗汉棍法·归去来棍》注释残页	威胁提高10%。		21000	0			
1659	1	4	2589	1849	《罗汉棍法·归去来棍》注释断篇	威胁提高15%。		22800	0			
1660	1	4	2589	1849	《罗汉棍法·归去来棍》注释绝章	威胁提高20%。		24600	0			
1661	1	6	3101	3159	《百步穿杨·逐星箭》参悟残页	伤害提高3%。		25800	0			5
1662	1	6	3101	3159	《百步穿杨·逐星箭》参悟断篇	伤害提高4%。		28800	0			5
1663	1	6	3101	3159	《百步穿杨·逐星箭》参悟绝章	伤害提高5%。		30600	0			5
1664	1	8	3101	3161	《百步穿杨·逐星箭》人偶图残页	招式命中后获得10点神机值。		44400	0			5
1665	1	8	3101	3161	《百步穿杨·逐星箭》人偶图断篇	若目标在十尺内，则自身后退12尺。		44400	0			
1666	1	10	1	3163	《百步穿杨·逐星箭》手抄残页	招式效果持续时间增加2秒。		44400	0			
1667	1	7	3101	3160	《百步穿杨·逐星箭》详解残页	命中提高1%。		21000	0			
1668	1	7	3101	3160	《百步穿杨·逐星箭》详解断篇	命中提高2%。		22800	0			
1669	1	6	3111	3159	《九宫飞星·暗藏杀机》参悟残页	伤害提高3%。		28800	0			5
1670	1	6	3111	3159	《九宫飞星·暗藏杀机》参悟断篇	伤害提高4%。		31800	0			5
1671	1	6	3111	3159	《九宫飞星·暗藏杀机》参悟绝章	伤害提高5%。		34200	0			5
1672	1	5	3111	3158	《九宫飞星·暗藏杀机》秘诀残页	会心提高2%。		28800	0			
1673	1	7	3111	3160	《九宫飞星·暗藏杀机》详解残页	命中提高1%。		23400	0			
1674	1	7	3111	3160	《九宫飞星·暗藏杀机》详解断篇	命中提高2%。		25800	0			
1675	1	12	3111	3162	《九宫飞星·暗藏杀机》真传残页	招式的有效范围增加1尺。		44400	0			
1676	1	12	3111	3162	《九宫飞星·暗藏杀机》真传断篇	招式的有效范围增加1尺。		44400	0			
1677	1	6	2636	1873	《百花拂穴手·快雪时晴》参悟残页	伤害提高3%。		34800	0			5
1678	1	6	2636	1873	《百花拂穴手·快雪时晴》参悟断篇	伤害提高4%。		38400	0			5
1679	1	6	2636	1873	《百花拂穴手·快雪时晴》参悟绝章	伤害提高5%。		40200	0			5
1680	1	8	1	1875	《百花拂穴手·快雪时晴》人偶图残页	招式附加噬骨不利气劲，每层受混元性内功伤害提高2%，持续15秒，最多叠加5层。		44400	0			
1681	1	7	2636	1874	《百花拂穴手·快雪时晴》详解残页	命中提高1%。		28800	0			
1682	1	7	2636	1874	《百花拂穴手·快雪时晴》详解断篇	命中提高2%。		31200	0			
1683	1	2	1	1869	《百花拂穴手·快雪时晴》注解残页	施展招式的消耗降低10%。		27600	0			4
1684	1	2	1	1869	《百花拂穴手·快雪时晴》注解断篇	施展招式的消耗降低15%。		28800	0			5
1685	1	8	140	1875	《太素九针·彼针》人偶图残页	疗伤成效提高3%。		28800	0			
1686	1	8	140	1875	《太素九针·彼针》人偶图断篇	疗伤成效提高4%。		32400	0			5
1687	1	8	140	1875	《太素九针·彼针》人偶图绝章	疗伤成效提高5%。		34800	0			5
1688	1	1	140	1868	《太素九针·彼针》穴位图残页	调息时间减少1秒。		44400	0			5
1689	1	1	140	1868	《太素九针·彼针》穴位图断篇	调息时间减少1秒。		44400	0			5
1690	1	12	140	1876	《太素九针·彼针》真传残页	招式的有效范围增加1尺。		41400	0			
1691	1	12	140	1876	《太素九针·彼针》真传断篇	招式的有效范围增加1尺。		44400	0			
1692	1	2	1	1869	《太素九针·彼针》注解残页	施展招式的消耗降低10%。		19200	0			
1693	1	8	2957	2723	《补天心经·圣手织天》人偶图残页	疗伤成效提高3%。		28800	0			
1694	1	8	2957	2723	《补天心经·圣手织天》人偶图断篇	疗伤成效提高4%。		32400	0			
1695	1	8	2957	2723	《补天心经·圣手织天》人偶图绝章	疗伤成效提高5%。		34800	0			5
1696	1	10	2957	2725	《补天心经·圣手织天》手抄残页	招式效果持续时间增加1秒。		44400	0			
1697	1	1	2957	2716	《补天心经·圣手织天》穴位图残页	调息时间减少1秒。		44400	0			5
1698	1	1	2957	2716	《补天心经·圣手织天》穴位图断篇	调息时间减少1秒。		44400	0			5
1699	1	9	2957	2724	《补天心经·圣手织天》真传残页	招式的有效距离增加4尺。		41400	0			
1700	1	9	1	2724	《补天心经·圣手织天》真传断篇	招式的有效距离增加2尺。		44400	0			5
1701	1	6	2213	2721	《千劫万毒手·千丝》参悟残页	伤害提高3%。		25800	0			
1702	1	6	2213	2721	《千劫万毒手·千丝》参悟断篇	伤害提高4%。		28800	0			4
1703	1	6	2213	2721	《千劫万毒手·千丝》参悟绝章	伤害提高5%。		30600	0			5
1704	1	1	2213	2716	《千劫万毒手·千丝》穴位图残页	调息时间减少1秒。		44400	0			5
1705	1	1	2213	2716	《千劫万毒手·千丝》穴位图断篇	调息时间减少1秒。		44400	0			5
1706	1	2	1	2717	《千劫万毒手·千丝》注解残页	施展招式的消耗降低5%。		19200	0			
1707	1	2	1	2717	《千劫万毒手·千丝》注解断篇	施展招式的消耗降低10%。		21000	0			
1708	1	2	1	2717	《千劫万毒手·千丝》注解绝章	施展招式的消耗降低15%。		22800	0			
1715	1	2	1	1858	《游龙骑法·战八方》注解残页	施展招式的消耗降低5%。	6520	900	0			
1716	1	2	1	1858	《游龙骑法·战八方》注解断篇	施展招式的消耗降低10%。	6520	1200	0			
1717	1	2	1	1858	《游龙骑法·战八方》注解绝章	施展招式的消耗降低15%。	6520	3000	0			
1718	1	9	6520	1865	《游龙骑法·战八方》真传残页	招式的有效范围增加2尺。	6520	1800	0			
1719	1	11	6520	1867	《游龙骑法·战八方》气血图残页	招式的有效目标人数增加1个。	6520	2700	0			
1720	1	6	6520	1862	《游龙骑法·战八方》参悟残页	伤害提高5%。	6520	1200	0			
1721	1	6	6520	1862	《游龙骑法·战八方》参悟断篇	伤害提高5%。	6520	1500	0			
1722	1	6	1	3159	《乾坤一掷·暴雨梨花针》参悟残页	伤害提高3%。		7200	0			
1723	1	6	1	3159	《乾坤一掷·暴雨梨花针》参悟断篇	伤害提高4%。		6900	0			
1724	1	6	1	3159	《乾坤一掷·暴雨梨花针》参悟绝章	伤害提高5%。		8100	0			
1725	1	5	1	3158	《乾坤一掷·暴雨梨花针》秘诀残页	会心提高3%。		7800	0			
1726	1	5	1	3158	《乾坤一掷·暴雨梨花针》秘诀断篇	会心提高4%。		6900	0			
1728	1	7	1	3160	《乾坤一掷·暴雨梨花针》详解残页	命中提高1%。		7200	0			
1729	1	7	1	3160	《乾坤一掷·暴雨梨花针》详解断篇	命中提高2%。		7500	0			
1730	1	8	1	3161	《乾坤一掷·暴雨梨花针》人偶图残页	招式附加气魄效果，每层元气和力道提高2%，持续20秒，最多叠加5层。		23400	0			
1731	1	3	1	2718	《补天心经·冰蚕牵丝》经脉图残页	运功时间减少0.125秒。	6662	13500	0			
1732	1	3	1	2718	《补天心经·冰蚕牵丝》经脉图断篇	运功时间减少0.125秒。	6662	11700	0			
1733	1	2	1	2717	《补天心经·冰蚕牵丝》注解残页	施展招式的消耗降低5%。	6662	10200	0			
1734	1	2	1	2717	《补天心经·冰蚕牵丝》注解断篇	施展招式的消耗降低10%。	6662	7200	0			
1735	1	9	1	2724	《补天心经·冰蚕牵丝》真传残页	招式的有效距离增加2尺。	6662	16500	0			
1736	1	8	1	2723	《补天心经·冰蚕牵丝》人偶图残页	疗伤成效提高4%。	6662	11400	0			
1737	1	8	1	2723	《补天心经·冰蚕牵丝》人偶图断篇	疗伤成效提高5%。	6662	23400	0			
1743	1	6	1	4738	《降龙掌·亢龙有悔》参悟残页	伤害提高3%。	8490	10200	0			
1744	1	6	1	4738	《降龙掌·亢龙有悔》参悟断篇	伤害提高4%。	8490	11400	0			
1745	1	6	1	4738	《降龙掌·亢龙有悔》参悟绝章	伤害提高5%。	8490	14400	0			
1746	1	5	1	4734	《降龙掌·亢龙有悔》秘诀残页	会心提高3%。	8490	9000	0			
1747	1	5	1	4734	《降龙掌·亢龙有悔》秘诀断篇	会心提高4%。	8490	11700	0			
1748	1	8	1	4740	《降龙掌·亢龙有悔》人偶图残页	施展后使自身所有防御提高5%，持续5秒。	8490	22200	0			
1749	1	8	1	4740	《降龙掌·亢龙有悔》人偶图断篇	施展后使自身的外功攻击提高20%，持续8秒。	8490	23400	0			
1764	1	3	1	2718	《千劫万毒手·蝎心》经脉图残页	运功时间减少0.125秒。		19200	0			
1765	1	3	1	2718	《千劫万毒手·蝎心》经脉图断篇	运功时间减少0.125秒。		14100	0			
1766	1	2	1	2717	《千劫万毒手·蝎心》注解残页	施展招式的消耗降低10%。		8400	0			
1767	1	5	1	2720	《千劫万毒手·蝎心》秘诀断篇	会心提高3%。		9300	0	2		
1768	1	5	1	2720	《千劫万毒手·蝎心》秘诀残页	会心提高2%。		8400	0	1		
1769	1	6	1	2721	《千劫万毒手·蝎心》参悟残页	伤害提高3%。		9300	0			
1770	1	6	1	2721	《千劫万毒手·蝎心》参悟断篇	伤害提高4%。		10800	0			
1805	1	2	9440	1858	《游龙骑法·战八方》注解残页	施展招式的消耗降低5%	9440	900	0			
1806	1	2	9440	1858	《游龙骑法·战八方》注解断篇	施展招式的消耗降低10%。	9440	1200	0			
1807	1	2	9440	1858	《游龙骑法·战八方》注解绝章	施展招式的消耗降低15%。	9440	3000	0			
1808	1	9	9440	1865	《游龙骑法·战八方》真传残页	招式的有效距离增加2尺。	9440	1800	0			
1809	1	11	9440	1867	《游龙骑法·战八方》气血图残页	招式的有效目标人数增加1个。	9440	2700	0			
1810	1	6	9440	1862	《游龙骑法·战八方》参悟残页	伤害提高5%	9440	1200	0			
1811	1	6	9440	1862	《游龙骑法·战八方》参悟断篇	伤害提高5%。	9440	1500	0			
1812	1	2	9441	1858	《游龙骑法·战八方》注解残页	施展招式的消耗降低5%	9441	900	0			
1813	1	2	9441	1858	《游龙骑法·战八方》注解断篇	施展招式的消耗降低10%。	9441	1200	0			
1814	1	2	9441	1858	《游龙骑法·战八方》注解绝章	施展招式的消耗降低15%。	9441	3000	0			
1815	1	9	9441	1865	《游龙骑法·战八方》真传残页	招式的有效距离增加2尺。	9441	1800	0			
1816	1	11	9441	1867	《游龙骑法·战八方》奇穴图残页	招式的有效目标人数增加1个。	9441		0			
1817	1	6	9441	1862	《游龙骑法·战八方》参悟残页	伤害提高5%。	9441	1200	0			
1818	1	6	9441	1862	《游龙骑法·战八方》参悟断篇	伤害提高5%。	9441	1500	0			
1830	1	6	13052	6361	《苍雪刀·劫刀》参悟残页	伤害提高3%。	0	3300	0			
1831	1	6	13052	6361	《苍雪刀·劫刀》参悟断篇	伤害提高4%。	0	4200	0			
1832	1	6	13052	6361	《苍雪刀·劫刀》参悟绝章	伤害提高5%。	0	7500	0			
1833	1	5	13052	6360	《苍雪刀·劫刀》秘诀残页	会心提高2%。	0	3300	0			
1834	1	5	13052	6360	《苍雪刀·劫刀》秘诀断篇	会心提高3%。	0	4200	0			
1835	1	5	13052	6360	《苍雪刀·劫刀》秘诀绝章	会心提高4%。	0	7500	0			
1836	1	14	13052	6357	《苍雪刀·劫刀》注解残页	施展招式的怒气消耗降低5点。	0	13800	0			
1837	1	14	1	6357	《苍雪刀·劫刀》注解断篇	施展招式的怒气消耗降低3点。	0		0			
1838	1	6	13054	6361	《苍雪刀·斩刀》参悟残页	伤害提高3%。	0	3300	0			5
1839	1	6	13054	6361	《苍雪刀·斩刀》参悟断篇	伤害提高4%。	0	4200	0			5
1840	1	6	13054	6361	《苍雪刀·斩刀》参悟绝章	伤害提高5%。	0	9000	0			5
1841	1	5	13054	6360	《苍雪刀·斩刀》秘诀残页	会心提高2%。	0	3300	0			
1842	1	5	13054	6360	《苍雪刀·斩刀》秘诀断篇	会心提高3%。	0	4200	0			
1843	1	5	13054	6360	《苍雪刀·斩刀》秘诀绝章	会心提高4%。	0	9300	0			5
1844	1	8	1	6363	《苍雪刀·斩刀》人偶图残页	使目标锁足3秒。	0	18600	0			
1845	1	8	13054	6363	《苍雪刀·斩刀》人偶图断篇	解除自身减速和锁足效果。	0	23400	0			
1846	1	6	13055	6361	《苍雪刀·绝刀》参悟残页	伤害提高4%。	0	7200	0			5
1847	1	6	13055	6361	《苍雪刀·绝刀》参悟断篇	伤害提高5%。	0	10500	0			5
1848	1	5	13055	6360	《苍雪刀·绝刀》秘诀残页	会心提高3%。	0	7200	0			
1849	1	5	13055	6360	《苍雪刀·绝刀》秘诀断篇	会心提高4%。	0	10500	0			
1850	1	8	13055	6363	《苍雪刀·绝刀》人偶图残页	怒气消耗降低15点。	0	14400	0			5
1851	1	8	1	6363	《苍雪刀·绝刀》人偶图断篇	回复5点怒气。	0		0			
1852	1	6	13045	6361	《云城盾·盾压》参悟残页	伤害提高4%。	0	7200	0			5
1853	1	6	13045	6361	《云城盾·盾压》参悟断篇	伤害提高5%。	0	10800	0			5
1854	1	5	13045	6360	《云城盾·盾压》秘诀残页	会心提高3%。	0	7200	0			5
1855	1	5	13045	6360	《云城盾·盾压》秘诀断篇	会心提高4%。	0	10800	0			5
1856	1	1	13045	6356	《云城盾·盾压》穴位图残页	调息时间减少1秒。	0	22200	0			
1857	1	1	13045	6356	《云城盾·盾压》穴位图断篇	调息时间减少1秒。	0	23400	0			
1858	1	8	13045	6363	《云城盾·盾压》人偶图残页	增加5%触发几率。	0	13800	0			
1859	1	8	13045	6363	《云城盾·盾压》人偶图断篇	增加5%触发几率。	0	22200	0			
1860	1	6	13044	6361	《云城盾·盾刀》参悟残页	伤害提高3%。	0	2100	0			5
1861	1	6	13044	6361	《云城盾·盾刀》参悟断篇	伤害提高4%。	0	3000	0			5
1862	1	6	13044	6361	《云城盾·盾刀》参悟绝章	伤害提高5%。	0	7200	0			5
1863	1	5	13044	6360	《云城盾·盾刀》秘诀残页	会心提高2%。	0	2400	0			
1864	1	5	13044	6360	《云城盾·盾刀》秘诀断篇	会心提高3%。	0	3000	0			
1865	1	5	13044	6360	《云城盾·盾刀》秘诀绝章	会心提高4%。	0	7200	0			5
1866	1	8	13044	6363	《云城盾·盾刀》人偶图残页	盾刀第三段攻击额外回复5点怒气。	0	17400	0			
1867	1	10	13040	6365	《寒铁诀·血怒》手抄残页	招式效果持续时间增加1秒。	0	10800	0			5
1868	1	10	13040	6365	《寒铁诀·血怒》手抄断篇	招式效果持续时间增加1秒。	0	17100	0			5
1869	1	10	13040	6365	《寒铁诀·血怒》手抄绝章	招式效果持续时间增加1秒。	0	23400	0			5
1870	1	8	13040	6363	《寒铁诀·血怒》人偶图残页	回复5点怒气。	0	17100	0			5
1871	1	8	13040	6363	《寒铁诀·血怒》人偶图断篇	回复5点怒气。	0	20400	0			5
1872	1	8	13040	6363	《寒铁诀·血怒》人偶图绝章	回复5点怒气。	0	23400	0			5
1873	1	13	13040	6363	《寒铁诀·血怒》真髓图残页	回复2%气血最大值。	0	20400	0			
1874	1	13	13040	6363	《寒铁诀·血怒》真髓图断篇	回复3%气血最大值。	0	23400	0			
1874	2	9	0	0	《寒铁诀·血怒》真传断篇	恢复5%气血最大值。	0		0			
1879	1	0	0	0	测试	测试	0		0			
1880	1	1	1	6356	《破阵令·盾墙》穴位图残页	调息时间减少5秒。	0		0			5
1881	1	1	1	6356	《破阵令·盾墙》穴位图断篇	调息时间减少5秒。	0		0			5
1882	1	1	1	6356	《破阵令·盾墙》穴位图绝章	调息时间减少5秒。	0		0			5
1883	1	3	0	6363			0		0			
1884	1	3	0	6363	《破阵令·盾墙》经脉图断篇	回复5%气血最大值。	0		0			
1885	1	8	13049	6363	《破阵令·盾墙》人偶图残页	移动速度提高5%。	0	8400	0			
1886	1	8	13049	6363	《破阵令·盾墙》人偶图断篇	移动速度提高5%。	0	10200	0			
1887	1	8	13049	6363	《破阵令·盾墙》人偶图绝章	移动速度提高5%。	0	14100	0			
1888	1	13	13049	6363	《破阵令·盾墙》真髓图残页	受到的伤害额外降低10%。	0	10200	0			5
1889	1	13	13049	6363	《破阵令·盾墙》真髓图断篇	施展“收盾”将移除自身阳性、阴性、混元性和毒性不利效果各一个。	0	14100	0			
1895	1	1	1	6356	《苍雪刀·绝刀》穴位图残页	调息时间减少1秒。	0		0			4
1896	1	1	1	6356	《苍雪刀·绝刀》穴位图断篇	调息时间减少2秒。	0		0			5
1902	1	6	13048	6361	《破阵令·盾舞》参悟残页	伤害提高4%。	0	2100	0			
1903	1	6	13048	6361	《破阵令·盾舞》参悟断篇	伤害提高5%。	0	3300	0			
1904	1	5	13048	6360	《破阵令·盾舞》秘诀残页	会心提高3%。	0	1800	0			
1905	1	5	13048	6360	《破阵令·盾舞》秘诀断篇	会心提高4%。	0	2400	0			
1906	1	15	13048	6364	《破阵令·盾舞》真传残页	招式的有效范围增加1尺。	0	3600	0			
1907	1	15	13048	6364	《破阵令·盾舞》真传断篇	招式的有效范围增加1尺。	0	7800	0			
1908	1	8	13048	6363	《破阵令·盾舞》人偶图残页	招式效果持续时间增加1秒。	0	12000	0			
1909	1	8	13048	6363	《破阵令·盾舞》人偶图断篇	招式效果持续时间增加2秒。	0	18900	0			
1945	1	5	1	2720	《千劫万毒手·蛇影》秘诀残页	会心提高2%。	0	6300	0			
1946	1	5	1	2720	《千劫万毒手·蛇影》注解断篇	施展招式的消耗降低5%。	0	6300	0			
1947	1	5	1	2720	《千劫万毒手·蛇影》秘诀绝章	会心提高4%。	0	9900	0			
1948	1	10	1	2725	《千劫万毒手·蛇影》手抄残页	招式效果持续时间增加2秒。	0	8700	0			
1949	1	9	1	2724	《千劫万毒手·蛇影》真传残页	招式的有效距离增加4尺。	0	10200	0			
1950	1	6	1	2721	《千劫万毒手·蛇影》参悟残页	伤害提高4%。	0	7200	0			
1951	1	6	1	2721	《千劫万毒手·蛇影》参悟断篇	伤害提高5%。		8400	0			
1953	1	6	13050	6361	《破阵令·盾飞》参悟残页	伤害提高3%。	0	2700	0			5
1954	1	6	13050	6361	《破阵令·盾飞》参悟断篇	伤害提高4%。	0	3000	0			5
1955	1	5	13050	6360	《破阵令·盾飞》秘诀残页	会心提高2%。		3300	0			1
1956	1	5	13050	6360	《破阵令·盾飞》秘诀断篇	会心提高3%。	0	5100	0			6
1957	1	10	13050	6365	《破阵令·盾飞》手抄残页	招式效果持续时间增加5秒。	0	13200	0			5
1958	1	10	13050	6365	《破阵令·盾飞》手抄断篇	招式效果持续时间增加5秒。	0	20700	0			4
1959	1	8	1	6363	《破阵令·盾飞》人偶图残页	使目标受到的外功伤害提高5%，持续15秒。	0		0			
1963	1	13	1	6363	《寒铁诀·血怒》真髓绝章	回复3%气血最大值。	0		0			
1995	1	12	1	2724	《补天心经·醉舞九天》真传断篇	招式的有效范围增加2尺	0	13800	0			
1996	1	8	1	2723	《补天心经·醉舞九天》人偶图绝章	疗伤成效提高6%。	0	21600	0			
1997	1	2	1	2717	《补天心经·醉舞九天》注解残页	施展招式的消耗降低5%。	0	6300	0			
1998	1	2	1	2717	《补天心经·醉舞九天》注解断篇	施展招式的消耗降低10%。	0	6300	0			
1999	1	12	1	2724	《补天心经·醉舞九天》真传残页	招式的有效范围增加2尺。	0	10200	0			
2000	1	8	1	2723	《补天心经·醉舞九天》人偶图残页	疗伤成效提高4%。	0	9000	0			
2001	1	8	1	2723	《补天心经·醉舞九天》人偶图断篇	疗伤成效提高5%。	0	23400	0			
2005	1	8	1	1864	《羽林枪法·破风》人偶图残页	施展破风使目标受到的外功伤害提高5%。		23400	0			
2042	1	3	14064	7971	《音·宫》经脉图残页	运功时间减少0.125秒。	14064	23700	0			5
2043	1	3	14064	7971	《音·宫》经脉图断篇	运功时间减少0.125秒。	14064	23700	0			5
2044	1	9	14064	7977	《音·宫》真传残页	招式有效距离增加2尺。	14064	2700	0			
2045	1	6	14064	7974	《音·宫》参悟残页	伤害提高3%。	14064	8400	0			
2046	1	6	14064	7974	《音·宫》参悟断篇	伤害提高4%。	14064	12600	0			5
2047	1	5	14064	7973	《音·宫》秘诀残页	会心提高2%。	14064	5100	0			
2048	1	5	14064	7973	《音·宫》秘诀断篇	会心提高3%。	14064	8400	0			
2049	1	5	14064	7973	《音·宫》秘诀绝章	会心提高4%。	14064	12600	0			5
2050	1	3	14137	7971	《音·宫》经脉图残页	运功时间减少0.125秒。	14137	23700	0			5
2051	1	3	14137	7971	《音·宫》经脉图断篇	运功时间减少0.125秒。	14137	23700	0			5
2052	1	9	14137	7977	《音·宫》真传残页	招式有效距离增加2尺。	14137	2700	0			
2053	1	8	14137	7976	《音·宫》人偶图残页	疗伤成效提高3%。	14137	8400	0			
2054	1	8	14137	7976	《音·宫》人偶图断篇	疗伤成效提高4%。	14137	12600	0			5
2055	1	5	14137	7973	《音·宫》秘诀残页	会心提高2%。	14137	5100	0			
2056	1	5	14137	7973	《音·宫》秘诀断篇	会心提高3%。	14137	8400	0			
2057	1	5	14137	7973	《音·宫》秘诀绝章	会心提高4%。	14137	12600	0			5
2058	1	6	14065	7974	《音·商》参悟残页	伤害提高3%。	0	8400	0			5
2059	1	6	14065	7974	《音·商》参悟断篇	伤害提高4%。	0	12600	0			5
2060	1	6	14065	7974	《音·商》参悟绝章	伤害提高5%。	0	17700	0			5
2061	1	2	1	7970	《音·商》注解残页	施展招式的消耗降低5%。	0	2700	0			
2062	1	2	1	7970	《音·商》注解断篇	施展招式的消耗降低10%。	0	5100	0			
2063	1	5	14065	7973	《音·商》秘诀残页	会心提高2%。	0	5100	0			
2064	1	5	14065	7973	《音·商》秘诀断篇	会心提高3%。	0	8400	0			
2065	1	5	14065	7973	《音·商》秘诀绝章	会心提高4%。	0	12600	0			5
2066	1	6	14138	7974	《音·商》参悟残页	疗伤成效提高3%。	0	8400	0			
2067	1	6	14138	7974	《音·商》参悟断篇	疗伤成效提高4%。	0	12600	0			5
2068	1	6	14138	7974	《音·商》参悟绝章	疗伤成效提高5%。	0	17700	0			5
2069	1	2	1	7970	《音·商》注解残页	施展招式的消耗降低5%。	0	2700	0			
2070	1	2	1	7970	《音·商》注解断篇	施展招式的消耗降低10%。	0	5100	0			
2071	1	5	14138	7973	《音·商》秘诀残页	会心提高2%。	0	5100	0			
2072	1	5	14138	7973	《音·商》秘诀断篇	会心提高3%。	0	8400	0			5
2073	1	5	14138	7973	《音·商》秘诀绝章	会心提高4%。	0	12600	0			5
2074	1	6	14067	7974	《音·徵》参悟残页	伤害提高3%。	14067	8400	0			5
2075	1	6	14067	7974	《音·徵》参悟断篇	伤害提高4%。	14067	12600	0			5
2076	1	5	14067	7973	《音·徵》秘诀残页	会心提高2%。	14067	5100	0			
2077	1	5	14067	7973	《音·徵》秘诀断篇	会心提高3%。	14067	8400	0			5
2078	1	5	14067	7973	《音·徵》秘诀绝章	会心提高4%。	14067	12600	0			5
2079	1	9	14067	7977	《音·徵》真传残页	招式有效距离增加2尺。	14067	2700	0			
2080	1	16	14067	7976	《音·徵》归元图残页	“平沙落雁”曲目下使当前目标无法施展轻功，持续2秒。	14067	12600	0			
2081	1	16	14067	7976	《音·徵》归元图断篇	使目标移动速度降低50%，持续2秒。	14067	12600	0			
2082	1	8	14140	7976	《音·徵》人偶图残页	疗伤成效提高3%。	14140	8400	0			5
2083	1	8	14140	7976	《音·徵》人偶图断篇	疗伤成效提高4%。	14140	12600	0			5
2084	1	5	14140	7973	《音·徵》秘诀残页	会心提高2%。	14140	5100	0			
2085	1	5	14140	7973	《音·徵》秘诀断篇	会心提高3%。	14140	8400	0			
2086	1	5	14140	7973	《音·徵》秘诀绝章	会心提高4%。	14140	12600	0			5
2087	1	9	14140	7977	《音·徵》真传残页	招式有效距离增加2尺。	14140	2700	0			5
2088	1	13	14140	7976	《音·徵》真髓图残页	使目标移动速度提高20%，持续2秒。	14140	5100	0			
2089	1	6	14068	7974	《音·羽》参悟残页	伤害提高3%。	0	8400	0			5
2090	1	6	14068	7974	《音·羽》参悟断篇	伤害提高4%。	0	12600	0			5
2091	1	5	14068	7973	《音·羽》秘诀残页	会心提高3%。	0	8400	0			5
2092	1	5	14068	7973	《音·羽》秘诀断篇	会心提高4%。	0	12600	0			5
2093	1	2	1	7970	《音·羽》注解残页	施展招式的消耗降低5%。	0	2700	0			
2094	1	2	1	7970	《音·羽》注解断篇	施展招式消耗降低10%。	0	5100	0			
2095	1	8	14068	7976	《音·羽》归元图残页	对受控目标造成的伤害提高20%。	0	12600	0			
2096	1	8	14068	7976	《音·羽》归元图断篇	命中受控目标使目标受到下一次技能伤害提高20%，持续5秒。	0	12600	0			
2097	1	8	14141	7976	《音·羽》人偶图残页	疗伤成效提高3%。	0	8400	0			
2098	1	8	14141	7976	《音·羽》人偶图断篇	疗伤成效提高4%。	0	12600	0			5
2099	1	5	14141	7973	《音·羽》秘诀残页	会心提高3%。	0	8400	0			5
2100	1	5	14141	7973	《音·羽》秘诀断篇	会心提高4%。	0	12600	0			5
2101	1	2	1	7970	《音·羽》注解残页	施展招式消耗降低5%。	0	2700	0			
2102	1	2	1	7970	《音·羽》注解断篇	施展招式消耗降低10%。	0	5100	0			
2103	1	13	14141	7976	《音·羽》真髓图残页	对受控目标造成的治疗效果提高15%。	0	12600	0			
2104	1	13	14141	7976	《音·羽》真髓图断篇	命中目标使目标受到下一次技能伤害降低20%，持续5秒。	0	12600	0			5
2105	1	3	14084	7971	《影·杯水留影》经脉图残页	运功时间减少0.25秒。	0	17700	0			5
2106	1	3	14084	7971	《影·杯水留影》经脉图断篇	运功时间减少0.25秒。	0	17700	0			5
2107	1	3	14084	7971	《影·杯水留影》经脉图绝章	运功时间减少0.5秒。	0	23700	0			5
2108	1	9	14084	7977	《影·杯水留影》真传残页	招式有效距离增加2尺。	0	5100	0			
2109	1	9	14084	7977	《影·杯水留影》真传断篇	招式有效距离增加3尺。	0	8400	0			
2110	1	2	1	7970	《影·杯水留影》注解残页	施展招式消耗降低5%。	0	2700	0			
2111	1	2	1	7970	《影·杯水留影》注解断篇	施展招式消耗降低10%。	0	5100	0			
2112	1	8	14084	7976	《影·杯水留影》人偶图残页	目标复活后受到的所有伤害降低30%，持续5秒。	0	17700	0			5
2113	1	1	14076	7969	《气·青霄飞羽》穴位图残页	调息时间减少2秒。	0	17700	0			
2114	1	1	14076	7969	《气·青霄飞羽》穴位图断篇	调息时间减少3秒。	0	23700	0			
2115	1	2	1	7970	《气·青霄飞羽》注解残页	施展招式消耗降低10%。	0	5100	0			
2116	1	2	1	7970	《气·青霄飞羽》注解断篇	施展招式消耗降低15%。	0	8400	0			
2117	1	8	14076	7976	《气·青霄飞羽》人偶图残页	效果期间自身受到的伤害降低40%。	0	23700	0			
2118	1	8	14076	7976	《气·青霄飞羽》人偶图断篇	“音”套路下技能施展距离提高5尺。	0	12600	0			
2119	1	8	14076	7976	《气·青霄飞羽》人偶图绝章	浮空持续时间增加2秒。	0	17700	0			
2128	1	3	1	7971	《音·宫》经脉图残页	运功时间减少0.125秒。		23700	0			
2129	1	3	1	7971	《音·宫》经脉图断篇	运功时间减少0.125秒。		23700	0			
2130	1	9	1	7977	《音·宫》真传残页	招式有效距离增加2尺。		2700	0			
2131	1	6	1	7974	《音·宫》参悟残页	伤害提高3%。		8400	0			
2132	1	6	1	7974	《音·宫》参悟断篇	伤害提高4%。		12600	0			
